"","Taxon","State"
"Squamulea_squamosa","Squamulea_squamosa","Absent"
"Squamulea_subsoluta","Squamulea_subsoluta","Absent"
"Xanthocarpia_crenulatella","Xanthocarpia_crenulatella","Absent"
"Xanthocarpia_epigaea","Xanthocarpia_epigaea","Absent"
"Xanthocarpia_erichansenii","Xanthocarpia_erichansenii","Absent"
"Xanthocarpia_feracissima","Xanthocarpia_feracissima","Absent"
"Xanthocarpia_marmorata","Xanthocarpia_marmorata","Absent"
"Xanthocarpia_ochracea","Xanthocarpia_ochracea","Absent"
"Xanthomendoza_aphrodites","Xanthomendoza_aphrodites","Absent"
"Xanthomendoza_borealis","Xanthomendoza_borealis","Absent"
"Xanthomendoza_fallax","Xanthomendoza_fallax","Absent"
"Xanthomendoza_fulva","Xanthomendoza_fulva","Absent"
"Xanthomendoza_galericulata","Xanthomendoza_galericulata","Absent"
"Xanthomendoza_hasseana","Xanthomendoza_hasseana","Absent"
"Xanthomendoza_hermonii","Xanthomendoza_hermonii","Absent"
"Xanthomendoza_mendozae","Xanthomendoza_mendozae","Absent"
"Xanthomendoza_novozelandica","Xanthomendoza_novozelandica","Absent"
"Xanthomendoza_oregana","Xanthomendoza_oregana","Absent"
"Xanthomendoza_poeltii","Xanthomendoza_poeltii","Absent"
"Xanthomendoza_trachyphylla","Xanthomendoza_trachyphylla","Absent"
"Xanthomendoza_weberi","Xanthomendoza_weberi","Absent"
"Xanthopeltis_rupicola","Xanthopeltis_rupicola","Absent"
"Xanthoria_alaskana","Xanthoria_alaskana","Absent"
"Xanthoria_alfredii","Xanthoria_alfredii","Absent"
"Xanthoria_aureola","Xanthoria_aureola","Absent"
"Xanthoria_calcicola","Xanthoria_calcicola","Absent"
"Xanthoria_coomae","Xanthoria_coomae","Absent"
"Xanthoria_coppinsii","Xanthoria_coppinsii","Absent"
"Xanthoria_digitata","Xanthoria_digitata","Absent"
"Xanthoria_ectaneoides","Xanthoria_ectaneoides","Absent"
"Xanthoria_elixii","Xanthoria_elixii","Absent"
"Xanthoria_inflata","Xanthoria_inflata","Absent"
"Xanthoria_mawsonii","Xanthoria_mawsonii","Absent"
"Xanthoria_mediterranea","Xanthoria_mediterranea","Absent"
"Xanthoria_monofoliosa","Xanthoria_monofoliosa","Absent"
"Xanthoria_montana","Xanthoria_montana","Absent"
"Xanthoria_papillifera","Xanthoria_papillifera","Absent"
"Xanthoria_parietina","Xanthoria_parietina","Absent"
"Xanthoria_resendei","Xanthoria_resendei","Absent"
"Xanthoria_sogdiana","Xanthoria_sogdiana","Absent"
"Xanthoria_streimannii","Xanthoria_streimannii","Absent"
"Xanthoria_ucrainica","Xanthoria_ucrainica","Absent"
"Xanthoria_ulophyllodes","Xanthoria_ulophyllodes","Absent"
"Arctomia_borbonica","Arctomia_borbonica","Present"
"Arctomia_delicatula","Arctomia_delicatula","Present"
"Arctomia_interfixa","Arctomia_interfixa","Present"
"Arctomia_teretiuscula","Arctomia_teretiuscula","Present"
"Collema_fasciculare","Collema_fasciculare","Present"
"Gregorella_humida","Gregorella_humida","Present"
"Wawea_fruticulosa","Wawea_fruticulosa","Present"
"Anzina_carneonivea","Anzina_carneonivea","Absent"
"Arthrorhaphis_citrinella","Arthrorhaphis_citrinella","Absent"
"Anamylopsora_pulcherrima","Anamylopsora_pulcherrima","Absent"
"Ainoa_geochroa","Ainoa_geochroa","Absent"
"Ainoa_mooreana","Ainoa_mooreana","Absent"
"Baeomyces_heteromorphus","Baeomyces_heteromorphus","Absent"
"Baeomyces_rufus","Baeomyces_rufus","Absent"
"Phyllobaeis_erythrella","Phyllobaeis_erythrella","Absent"
"Phyllobaeis_imbricata","Phyllobaeis_imbricata","Absent"
"Cameronia_pertusarioides","Cameronia_pertusarioides","Absent"
"Cameronia_tecta","Cameronia_tecta","Absent"
"Hymenelia_epulotica","Hymenelia_epulotica","Absent"
"Hymenelia_lacustris","Hymenelia_lacustris","Absent"
"Tremolecia_atrata","Tremolecia_atrata","Absent"
"Claviradulomyces_dabeicola","Claviradulomyces_dabeicola","Absent"
"Claviradulomyces_xylopiae","Claviradulomyces_xylopiae","Absent"
"Coenogonium_disjunctum","Coenogonium_disjunctum","Absent"
"Coenogonium_flavicans","Coenogonium_flavicans","Absent"
"Coenogonium_leprieurii","Coenogonium_leprieurii","Absent"
"Coenogonium_luteum","Coenogonium_luteum","Absent"
"Coenogonium_pineti","Coenogonium_pineti","Absent"
"Coenogonium_subzonatum","Coenogonium_subzonatum","Absent"
"Cryptodiscus_microstomus","Cryptodiscus_microstomus","Absent"
"Cryptodiscus_rhopaloides","Cryptodiscus_rhopaloides","Absent"
"Clandestinotrema_clandestinum","Clandestinotrema_clandestinum","Absent"
"Clandestinotrema_leucomelaenum","Clandestinotrema_leucomelaenum","Absent"
"Clandestinotrema_stylothecium","Clandestinotrema_stylothecium","Absent"
"Cruentotrema_thailandicum","Cruentotrema_thailandicum","Absent"
"Dyplolabia_afzelii","Dyplolabia_afzelii","Absent"
"Enigmotrema_rubrum","Enigmotrema_rubrum","Absent"
"Fissurina_aggregatula","Fissurina_aggregatula","Absent"
"Fissurina_astroisidiata","Fissurina_astroisidiata","Absent"
"Fissurina_comparimuralis","Fissurina_comparimuralis","Absent"
"Fissurina_dumastii","Fissurina_dumastii","Absent"
"Fissurina_dumastioides","Fissurina_dumastioides","Absent"
"Fissurina_illiterata","Fissurina_illiterata","Absent"
"Fissurina_inabensis","Fissurina_inabensis","Absent"
"Fissurina_insidiosa","Fissurina_insidiosa","Absent"
"Fissurina_inspersa","Fissurina_inspersa","Absent"
"Fissurina_marginata","Fissurina_marginata","Absent"
"Fissurina_nigrolabiata","Fissurina_nigrolabiata","Absent"
"Fissurina_nitidescens","Fissurina_nitidescens","Absent"
"Fissurina_pseudostromatica","Fissurina_pseudostromatica","Absent"
"Fissurina_rufula","Fissurina_rufula","Absent"
"Fissurina_triticea","Fissurina_triticea","Absent"
"Ocellularia_cruentata","Ocellularia_cruentata","Absent"
"Pycnotrema_pycnoporellum","Pycnotrema_pycnoporellum","Absent"
"Aderkomyces_heterellus","Aderkomyces_heterellus","Absent"
"Asterothyrium_longisporum","Asterothyrium_longisporum","Absent"
"Aulaxina_minuta","Aulaxina_minuta","Absent"
"Aulaxina_quadrangula","Aulaxina_quadrangula","Absent"
"Calenia_monospora","Calenia_monospora","Absent"
"Calenia_phyllogena","Calenia_phyllogena","Absent"
"Echinoplaca_diffluens","Echinoplaca_diffluens","Absent"
"Echinoplaca_epiphylla","Echinoplaca_epiphylla","Absent"
"Echinoplaca_leucotrichoides","Echinoplaca_leucotrichoides","Absent"
"Echinoplaca_lucernifera","Echinoplaca_lucernifera","Absent"
"Echinoplaca_strigulacea","Echinoplaca_strigulacea","Absent"
"Gomphillus_calycioides","Gomphillus_calycioides","Absent"
"Gomphillus_ophiosporus","Gomphillus_ophiosporus","Absent"
"Gyalectidium_catenulatum","Gyalectidium_catenulatum","Absent"
"Gyalectidium_imperfectum","Gyalectidium_imperfectum","Absent"
"Gyalidea_fritzei","Gyalidea_fritzei","Absent"
"Gyalidea_hyalinus","Gyalidea_hyalinus","Absent"
"Gyalideopsis_vulgaris","Gyalideopsis_vulgaris","Absent"
"Tricharia_amazonum","Tricharia_amazonum","Absent"
"Tricharia_longispora","Tricharia_longispora","Absent"
"Tricharia_vainioi","Tricharia_vainioi","Absent"
"Acanthothecis_abaphoides","Acanthothecis_abaphoides","Absent"
"Acanthothecis_aurantiaca","Acanthothecis_aurantiaca","Absent"
"Acanthothecis_hololeucoides","Acanthothecis_hololeucoides","Absent"
"Acanthothecis_peplophora","Acanthothecis_peplophora","Absent"
"Acanthothecis_poitaeoides","Acanthothecis_poitaeoides","Absent"
"Acanthothecis_socotrana","Acanthothecis_socotrana","Absent"
"Acanthotrema_brasilianum","Acanthotrema_brasilianum","Absent"
"Acanthotrema_kalbii","Acanthotrema_kalbii","Absent"
"Ampliotrema_amplius","Ampliotrema_amplius","Absent"
"Ampliotrema_auratum","Ampliotrema_auratum","Absent"
"Ampliotrema_lepadinoides","Ampliotrema_lepadinoides","Absent"
"Ampliotrema_megalostoma","Ampliotrema_megalostoma","Absent"
"Astrochapsa_astroidea","Astrochapsa_astroidea","Absent"
"Astrochapsa_pseudophlyctis","Astrochapsa_pseudophlyctis","Absent"
"Astrochapsa_zahlbruckneri","Astrochapsa_zahlbruckneri","Absent"
"Carbacanthographis_alloafzelii","Carbacanthographis_alloafzelii","Absent"
"Carbacanthographis_chionophora","Carbacanthographis_chionophora","Absent"
"Carbacanthographis_stictica","Carbacanthographis_stictica","Absent"
"Chapsa_alborosella","Chapsa_alborosella","Absent"
"Chapsa_dilatata","Chapsa_dilatata","Absent"
"Chapsa_indica","Chapsa_indica","Absent"
"Chapsa_laceratula","Chapsa_laceratula","Absent"
"Chapsa_leprocarpa","Chapsa_leprocarpa","Absent"
"Chapsa_mastersonii","Chapsa_mastersonii","Absent"
"Chapsa_megalophthalma","Chapsa_megalophthalma","Absent"
"Chapsa_meridensis","Chapsa_meridensis","Absent"
"Chapsa_niveocarpa","Chapsa_niveocarpa","Absent"
"Chapsa_patens","Chapsa_patens","Absent"
"Chapsa_phlyctidioides","Chapsa_phlyctidioides","Absent"
"Chapsa_platycarpa","Chapsa_platycarpa","Absent"
"Chapsa_pulchra","Chapsa_pulchra","Absent"
"Chapsa_sublilacina","Chapsa_sublilacina","Absent"
"Chapsa_thallotrema","Chapsa_thallotrema","Absent"
"Chroodiscus_argillaceus","Chroodiscus_argillaceus","Absent"
"Chroodiscus_australiensis","Chroodiscus_australiensis","Absent"
"Chroodiscus_coccineus","Chroodiscus_coccineus","Absent"
"Chroodiscus_defectus","Chroodiscus_defectus","Absent"
"Chroodiscus_homchantarae","Chroodiscus_homchantarae","Absent"
"Chroodiscus_khaolungensis","Chroodiscus_khaolungensis","Absent"
"Chroodiscus_khaosokensis","Chroodiscus_khaosokensis","Absent"
"Chroodiscus_parvisporus","Chroodiscus_parvisporus","Absent"
"Chroodiscus_verrucosus","Chroodiscus_verrucosus","Absent"
"Compositrema_cerebriforme","Compositrema_cerebriforme","Absent"
"Compositrema_thailandicum","Compositrema_thailandicum","Absent"
"Crutarndina_petractoides","Crutarndina_petractoides","Absent"
"Diorygma_antillarum","Diorygma_antillarum","Absent"
"Diorygma_circumfusum","Diorygma_circumfusum","Absent"
"Diorygma_hieroglyphicum","Diorygma_hieroglyphicum","Absent"
"Diorygma_junghuhnii","Diorygma_junghuhnii","Absent"
"Diorygma_microsporum","Diorygma_microsporum","Absent"
"Diorygma_minisporum","Diorygma_minisporum","Absent"
"Diorygma_poitaei","Diorygma_poitaei","Absent"
"Diorygma_pruinosum","Diorygma_pruinosum","Absent"
"Diorygma_sipmanii","Diorygma_sipmanii","Absent"
"Diorygma_tibellii","Diorygma_tibellii","Absent"
"Diploschistes_actinostomus","Diploschistes_actinostomus","Absent"
"Diploschistes_aeneus","Diploschistes_aeneus","Absent"
"Diploschistes_badius","Diploschistes_badius","Absent"
"Diploschistes_caesioplumbeus","Diploschistes_caesioplumbeus","Absent"
"Diploschistes_candidissimus","Diploschistes_candidissimus","Absent"
"Diploschistes_cinereocaesius","Diploschistes_cinereocaesius","Absent"
"Diploschistes_diacapsis","Diploschistes_diacapsis","Absent"
"Diploschistes_diploschistoides","Diploschistes_diploschistoides","Absent"
"Diploschistes_elixii","Diploschistes_elixii","Absent"
"Diploschistes_euganeus","Diploschistes_euganeus","Absent"
"Diploschistes_gypsaceus","Diploschistes_gypsaceus","Absent"
"Diploschistes_hensseniae","Diploschistes_hensseniae","Absent"
"Diploschistes_muscorum","Diploschistes_muscorum","Absent"
"Diploschistes_neutrophilus","Diploschistes_neutrophilus","Absent"
"Diploschistes_ocellatus","Diploschistes_ocellatus","Absent"
"Diploschistes_rampoddensis","Diploschistes_rampoddensis","Absent"
"Diploschistes_scruposus","Diploschistes_scruposus","Absent"
"Diploschistes_sticticus","Diploschistes_sticticus","Absent"
"Diploschistes_thunbergianus","Diploschistes_thunbergianus","Absent"
"Fibrillithecis_gibbosa","Fibrillithecis_gibbosa","Absent"
"Glaucotrema_glaucophaeum","Glaucotrema_glaucophaeum","Absent"
"Glyphis_cicatricosa","Glyphis_cicatricosa","Absent"
"Glyphis_scyphulifera","Glyphis_scyphulifera","Absent"
"Glyphis_substriatula","Glyphis_substriatula","Absent"
"Graphis_albissima","Graphis_albissima","Absent"
"Graphis_anfractuosa","Graphis_anfractuosa","Absent"
"Graphis_angustata","Graphis_angustata","Absent"
"Graphis_caesiella","Graphis_caesiella","Absent"
"Graphis_centrifuga","Graphis_centrifuga","Absent"
"Graphis_chrysocarpa","Graphis_chrysocarpa","Absent"
"Graphis_cinerea","Graphis_cinerea","Absent"
"Graphis_cleistoblephara","Graphis_cleistoblephara","Absent"
"Graphis_dichotoma","Graphis_dichotoma","Absent"
"Graphis_disserpens","Graphis_disserpens","Absent"
"Graphis_dupaxana","Graphis_dupaxana","Absent"
"Graphis_furcata","Graphis_furcata","Absent"
"Graphis_handelii","Graphis_handelii","Absent"
"Graphis_illinata","Graphis_illinata","Absent"
"Graphis_implicata","Graphis_implicata","Absent"
"Graphis_japonica","Graphis_japonica","Absent"
"Graphis_leptoclada","Graphis_leptoclada","Absent"
"Graphis_librata","Graphis_librata","Absent"
"Graphis_pavoniana","Graphis_pavoniana","Absent"
"Graphis_pseudocinerea","Graphis_pseudocinerea","Absent"
"Graphis_pseudoserpens","Graphis_pseudoserpens","Absent"
"Graphis_rhizocola","Graphis_rhizocola","Absent"
"Graphis_rimulosa","Graphis_rimulosa","Absent"
"Graphis_ruiziana","Graphis_ruiziana","Absent"
"Graphis_scripta","Graphis_scripta","Absent"
"Graphis_streblocarpa","Graphis_streblocarpa","Absent"
"Graphis_tenella","Graphis_tenella","Absent"
"Graphis_tsunodae","Graphis_tsunodae","Absent"
"Graphis_vestitoides","Graphis_vestitoides","Absent"
"Graphis_xanthospora","Graphis_xanthospora","Absent"
"Gyrotrema_wirthii","Gyrotrema_wirthii","Absent"
"Halegrapha_chimaera","Halegrapha_chimaera","Absent"
"Heiomasia_seaveyorum","Heiomasia_seaveyorum","Absent"
"Heiomasia_sipmanii","Heiomasia_sipmanii","Absent"
"Hemithecium_aphaneomicrosporum","Hemithecium_aphaneomicrosporum","Absent"
"Hemithecium_chlorocarpum","Hemithecium_chlorocarpum","Absent"
"Hemithecium_implicatum","Hemithecium_implicatum","Absent"
"Hemithecium_plicosum","Hemithecium_plicosum","Absent"
"Hemithecium_rufopallidum","Hemithecium_rufopallidum","Absent"
"Leiorreuma_hypomelaenum","Leiorreuma_hypomelaenum","Absent"
"Leiorreuma_sericeum","Leiorreuma_sericeum","Absent"
"Leptotrema_wightii","Leptotrema_wightii","Absent"
"Leucodecton_albidulum","Leucodecton_albidulum","Absent"
"Leucodecton_anamalaiense","Leucodecton_anamalaiense","Absent"
"Leucodecton_compunctellum","Leucodecton_compunctellum","Absent"
"Leucodecton_glaucescens","Leucodecton_glaucescens","Absent"
"Leucodecton_occultum","Leucodecton_occultum","Absent"
"Leucodecton_phaeosporum","Leucodecton_phaeosporum","Absent"
"Leucodecton_sordidescens","Leucodecton_sordidescens","Absent"
"Leucodecton_subcompunctum","Leucodecton_subcompunctum","Absent"
"Mangoldia_australiana","Mangoldia_australiana","Absent"
"Melanotopelia_rugosa","Melanotopelia_rugosa","Absent"
"Melanotrema_platystomum","Melanotrema_platystomum","Absent"
"Myriochapsa_psoromica","Myriochapsa_psoromica","Absent"
"Myriotrema_album","Myriotrema_album","Absent"
"Myriotrema_bahianum","Myriotrema_bahianum","Absent"
"Myriotrema_cinereum","Myriotrema_cinereum","Absent"
"Myriotrema_erodens","Myriotrema_erodens","Absent"
"Myriotrema_halei","Myriotrema_halei","Absent"
"Myriotrema_insigne","Myriotrema_insigne","Absent"
"Myriotrema_laeviusculum","Myriotrema_laeviusculum","Absent"
"Myriotrema_microporum","Myriotrema_microporum","Absent"
"Myriotrema_myrioporoides","Myriotrema_myrioporoides","Absent"
"Myriotrema_olivaceum","Myriotrema_olivaceum","Absent"
"Myriotrema_peninsulae","Myriotrema_peninsulae","Absent"
"Myriotrema_santessonii","Myriotrema_santessonii","Absent"
"Myriotrema_subconforme","Myriotrema_subconforme","Absent"
"Myriotrema_urceolare","Myriotrema_urceolare","Absent"
"Nadvornikia_hawaiiensis","Nadvornikia_hawaiiensis","Absent"
"Nitidochapsa_leprieurii","Nitidochapsa_leprieurii","Absent"
"Ocellularia_actinota","Ocellularia_actinota","Absent"
"Ocellularia_albocincta","Ocellularia_albocincta","Absent"
"Ocellularia_albula","Ocellularia_albula","Absent"
"Ocellularia_allosporoides","Ocellularia_allosporoides","Absent"
"Ocellularia_arecae","Ocellularia_arecae","Absent"
"Ocellularia_auberianoides","Ocellularia_auberianoides","Absent"
"Ocellularia_baileyi","Ocellularia_baileyi","Absent"
"Ocellularia_bonplandii","Ocellularia_bonplandii","Absent"
"Ocellularia_carassensis","Ocellularia_carassensis","Absent"
"Ocellularia_cavata","Ocellularia_cavata","Absent"
"Ocellularia_chiriquiensis","Ocellularia_chiriquiensis","Absent"
"Ocellularia_cicra","Ocellularia_cicra","Absent"
"Ocellularia_confluens","Ocellularia_confluens","Absent"
"Ocellularia_conformalis","Ocellularia_conformalis","Absent"
"Ocellularia_conformis","Ocellularia_conformis","Absent"
"Ocellularia_diacida","Ocellularia_diacida","Absent"
"Ocellularia_dolichotata","Ocellularia_dolichotata","Absent"
"Ocellularia_domingensis","Ocellularia_domingensis","Absent"
"Ocellularia_emersa","Ocellularia_emersa","Absent"
"Ocellularia_endomelaena","Ocellularia_endomelaena","Absent"
"Ocellularia_eumorpha","Ocellularia_eumorpha","Absent"
"Ocellularia_fecunda","Ocellularia_fecunda","Absent"
"Ocellularia_fenestrata","Ocellularia_fenestrata","Absent"
"Ocellularia_fumosa","Ocellularia_fumosa","Absent"
"Ocellularia_garoana","Ocellularia_garoana","Absent"
"Ocellularia_gerardii","Ocellularia_gerardii","Absent"
"Ocellularia_henatomma","Ocellularia_henatomma","Absent"
"Ocellularia_interponenda","Ocellularia_interponenda","Absent"
"Ocellularia_interposita","Ocellularia_interposita","Absent"
"Ocellularia_laeviusculoides","Ocellularia_laeviusculoides","Absent"
"Ocellularia_massalongoi","Ocellularia_massalongoi","Absent"
"Ocellularia_mauretiana","Ocellularia_mauretiana","Absent"
"Ocellularia_meiosperma","Ocellularia_meiosperma","Absent"
"Ocellularia_microascidia","Ocellularia_microascidia","Absent"
"Ocellularia_microsorediata","Ocellularia_microsorediata","Absent"
"Ocellularia_microstoma","Ocellularia_microstoma","Absent"
"Ocellularia_minutula","Ocellularia_minutula","Absent"
"Ocellularia_natashae","Ocellularia_natashae","Absent"
"Ocellularia_neopertusariiformis","Ocellularia_neopertusariiformis","Absent"
"Ocellularia_obturascens","Ocellularia_obturascens","Absent"
"Ocellularia_papillata","Ocellularia_papillata","Absent"
"Ocellularia_percolumellata","Ocellularia_percolumellata","Absent"
"Ocellularia_perforata","Ocellularia_perforata","Absent"
"Ocellularia_pertusariiformis","Ocellularia_pertusariiformis","Absent"
"Ocellularia_petrinensis","Ocellularia_petrinensis","Absent"
"Ocellularia_plicata","Ocellularia_plicata","Absent"
"Ocellularia_pluriporoides","Ocellularia_pluriporoides","Absent"
"Ocellularia_polillensis","Ocellularia_polillensis","Absent"
"Ocellularia_polydisca","Ocellularia_polydisca","Absent"
"Ocellularia_postposita","Ocellularia_postposita","Absent"
"Ocellularia_praestans","Ocellularia_praestans","Absent"
"Ocellularia_profunda","Ocellularia_profunda","Absent"
"Ocellularia_psorbarroensis","Ocellularia_psorbarroensis","Absent"
"Ocellularia_pustulata","Ocellularia_pustulata","Absent"
"Ocellularia_pyrenuloides","Ocellularia_pyrenuloides","Absent"
"Ocellularia_rhicnoporoides","Ocellularia_rhicnoporoides","Absent"
"Ocellularia_rhodostroma","Ocellularia_rhodostroma","Absent"
"Ocellularia_rimosa","Ocellularia_rimosa","Absent"
"Ocellularia_subemersa","Ocellularia_subemersa","Absent"
"Ocellularia_subpraestans","Ocellularia_subpraestans","Absent"
"Ocellularia_subterebrata","Ocellularia_subterebrata","Absent"
"Ocellularia_terebrata","Ocellularia_terebrata","Absent"
"Ocellularia_thelotremoides","Ocellularia_thelotremoides","Absent"
"Ocellularia_thryptica","Ocellularia_thryptica","Absent"
"Ocellularia_urceolaris","Ocellularia_urceolaris","Absent"
"Ocellularia_violacea","Ocellularia_violacea","Absent"
"Ocellularia_viridipallens","Ocellularia_viridipallens","Absent"
"Ocellularia_vizcayensis","Ocellularia_vizcayensis","Absent"
"Ocellularia_wirthii","Ocellularia_wirthii","Absent"
"Pallidogramme_chlorocarpoides","Pallidogramme_chlorocarpoides","Absent"
"Pallidogramme_chrysenteron","Pallidogramme_chrysenteron","Absent"
"Phaeographis_alcicornis","Phaeographis_alcicornis","Absent"
"Phaeographis_asteroides","Phaeographis_asteroides","Absent"
"Phaeographis_brasiliensis","Phaeographis_brasiliensis","Absent"
"Phaeographis_caesioradians","Phaeographis_caesioradians","Absent"
"Phaeographis_decipiens","Phaeographis_decipiens","Absent"
"Phaeographis_dendritica","Phaeographis_dendritica","Absent"
"Phaeographis_elliptica","Phaeographis_elliptica","Absent"
"Phaeographis_flavescens","Phaeographis_flavescens","Absent"
"Phaeographis_intricans","Phaeographis_intricans","Absent"
"Phaeographis_lecanographa","Phaeographis_lecanographa","Absent"
"Phaeographis_leiogrammodes","Phaeographis_leiogrammodes","Absent"
"Phaeographis_leprieurii","Phaeographis_leprieurii","Absent"
"Phaeographis_lobata","Phaeographis_lobata","Absent"
"Phaeographis_planata","Phaeographis_planata","Absent"
"Phaeographis_platycarpa","Phaeographis_platycarpa","Absent"
"Phaeographis_scalpturata","Phaeographis_scalpturata","Absent"
"Phaeographis_schizoloma","Phaeographis_schizoloma","Absent"
"Phaeographis_subfulgurata","Phaeographis_subfulgurata","Absent"
"Phaeographopsis_palaeotropica","Phaeographopsis_palaeotropica","Absent"
"Platygramme_australiensis","Platygramme_australiensis","Absent"
"Platygramme_caesiopruinosa","Platygramme_caesiopruinosa","Absent"
"Platygramme_impudica","Platygramme_impudica","Absent"
"Platygramme_praestans","Platygramme_praestans","Absent"
"Platythecium_grammitis","Platythecium_grammitis","Absent"
"Platythecium_leiogramma","Platythecium_leiogramma","Absent"
"Pseudochapsa_esslingeri","Pseudochapsa_esslingeri","Absent"
"Redingeria_glaucoglyphica","Redingeria_glaucoglyphica","Absent"
"Redingeria_microspora","Redingeria_microspora","Absent"
"Reimnitzia_santensis","Reimnitzia_santensis","Absent"
"Rhabdodiscus_granulosus","Rhabdodiscus_granulosus","Absent"
"Rhabdodiscus_integer","Rhabdodiscus_integer","Absent"
"Rhabdodiscus_isidiiferus","Rhabdodiscus_isidiiferus","Absent"
"Rhabdodiscus_marivelensis","Rhabdodiscus_marivelensis","Absent"
"Rhabdodiscus_schizostomus","Rhabdodiscus_schizostomus","Absent"
"Rhabdodiscus_subcavatus","Rhabdodiscus_subcavatus","Absent"
"Sarcographa_difformis","Sarcographa_difformis","Absent"
"Sarcographa_fenicis","Sarcographa_fenicis","Absent"
"Sarcographa_heteroclita","Sarcographa_heteroclita","Absent"
"Sarcographa_labyrinthica","Sarcographa_labyrinthica","Absent"
"Sarcographa_ramificans","Sarcographa_ramificans","Absent"
"Sarcographa_tricosa","Sarcographa_tricosa","Absent"
"Sarcographina_glyphiza","Sarcographina_glyphiza","Absent"
"Schistophoron_tenue","Schistophoron_tenue","Absent"
"Schizotrema_guadeloupense","Schizotrema_guadeloupense","Absent"
"Stegobolus_anamorphus","Stegobolus_anamorphus","Absent"
"Stegobolus_berkeleyanus","Stegobolus_berkeleyanus","Absent"
"Stegobolus_fissus","Stegobolus_fissus","Absent"
"Stegobolus_radians","Stegobolus_radians","Absent"
"Stegobolus_wrightii","Stegobolus_wrightii","Absent"
"Thalloloma_anguinum","Thalloloma_anguinum","Absent"
"Thalloloma_hypoleptum","Thalloloma_hypoleptum","Absent"
"Thecaria_montagnei","Thecaria_montagnei","Absent"
"Thecaria_quassiicola","Thecaria_quassiicola","Absent"
"Thelotrema_adjectum","Thelotrema_adjectum","Absent"
"Thelotrema_bicinctulum","Thelotrema_bicinctulum","Absent"
"Thelotrema_capetribulense","Thelotrema_capetribulense","Absent"
"Thelotrema_conveniens","Thelotrema_conveniens","Absent"
"Thelotrema_defossum","Thelotrema_defossum","Absent"
"Thelotrema_diplotrema","Thelotrema_diplotrema","Absent"
"Thelotrema_gallowayanum","Thelotrema_gallowayanum","Absent"
"Thelotrema_gomezianum","Thelotrema_gomezianum","Absent"
"Thelotrema_inturgescens","Thelotrema_inturgescens","Absent"
"Thelotrema_jugale","Thelotrema_jugale","Absent"
"Thelotrema_lacteum","Thelotrema_lacteum","Absent"
"Thelotrema_lepadinum","Thelotrema_lepadinum","Absent"
"Thelotrema_lepadodes","Thelotrema_lepadodes","Absent"
"Thelotrema_leucophthalmum","Thelotrema_leucophthalmum","Absent"
"Thelotrema_macrosporum","Thelotrema_macrosporum","Absent"
"Thelotrema_monospermum","Thelotrema_monospermum","Absent"
"Thelotrema_monosporoides","Thelotrema_monosporoides","Absent"
"Thelotrema_monosporum","Thelotrema_monosporum","Absent"
"Thelotrema_myriocarpum","Thelotrema_myriocarpum","Absent"
"Thelotrema_nureliyum","Thelotrema_nureliyum","Absent"
"Thelotrema_oculatum","Thelotrema_oculatum","Absent"
"Thelotrema_oleosum","Thelotrema_oleosum","Absent"
"Thelotrema_pachysporum","Thelotrema_pachysporum","Absent"
"Thelotrema_porinaceum","Thelotrema_porinaceum","Absent"
"Thelotrema_porinoides","Thelotrema_porinoides","Absent"
"Thelotrema_pseudosubtile","Thelotrema_pseudosubtile","Absent"
"Thelotrema_rugatulum","Thelotrema_rugatulum","Absent"
"Thelotrema_saxatile","Thelotrema_saxatile","Absent"
"Thelotrema_subtile","Thelotrema_subtile","Absent"
"Thelotrema_suecicum","Thelotrema_suecicum","Absent"
"Thelotrema_trypethelioides","Thelotrema_trypethelioides","Absent"
"Thelotrema_vernicosum","Thelotrema_vernicosum","Absent"
"Thelotrema_weberi","Thelotrema_weberi","Absent"
"Topeliopsis_acutispora","Topeliopsis_acutispora","Absent"
"Topeliopsis_darlingtonii","Topeliopsis_darlingtonii","Absent"
"Topeliopsis_decorticans","Topeliopsis_decorticans","Absent"
"Topeliopsis_elixii","Topeliopsis_elixii","Absent"
"Topeliopsis_muscigena","Topeliopsis_muscigena","Absent"
"Topeliopsis_subdenticulata","Topeliopsis_subdenticulata","Absent"
"Wirthiotrema_desquamans","Wirthiotrema_desquamans","Absent"
"Wirthiotrema_duplomarginatum","Wirthiotrema_duplomarginatum","Absent"
"Wirthiotrema_glaucopallens","Wirthiotrema_glaucopallens","Absent"
"Wirthiotrema_trypaneoides","Wirthiotrema_trypaneoides","Absent"
"Redonographa_chilensis","Redonographa_chilensis","Absent"
"Redonographa_saxiseda","Redonographa_saxiseda","Absent"
"Belonia_herculana","Belonia_herculana","Absent"
"Belonia_russula","Belonia_russula","Absent"
"Gyalecta_fagicola","Gyalecta_fagicola","Absent"
"Gyalecta_flotowii","Gyalecta_flotowii","Absent"
"Gyalecta_friesii","Gyalecta_friesii","Absent"
"Gyalecta_geoica","Gyalecta_geoica","Absent"
"Gyalecta_herrei","Gyalecta_herrei","Absent"
"Gyalecta_hypoleuca","Gyalecta_hypoleuca","Absent"
"Gyalecta_jenensis","Gyalecta_jenensis","Absent"
"Gyalecta_leucaspis","Gyalecta_leucaspis","Absent"
"Gyalecta_thelotremella","Gyalecta_thelotremella","Absent"
"Gyalecta_truncigena","Gyalecta_truncigena","Absent"
